News_Text,Label
Reports say The court delivered its verdict in the long-pending property dispute case.,Real
"According to sources, Man discovers drinking bleach cures cancer instantly, doctors baffled and furious. More details are awaited.",Fake
"In a recent update, Researchers published a peer-reviewed study on renewable energy efficiency. Readers are advised to verify independently.",Real
Update: The university announced new scholarships for undergraduate students. Readers are advised to verify independently.,Real
Officials confirmed that the bridge repair project will be completed by next month. Readers are advised to verify independently.,Real
BREAKING: The airport authority announced new flight routes starting next quarter. Officials have not commented further.,Real
"Update: Local water supply secretly laced with mind-altering chemicals, claims viral post. More details are awaited.",Fake
"New pill promises to make you fluent in any language overnight, ad claims.",Fake
Reports say The company reported a 12 percent increase in quarterly revenue. Officials have not commented further.,Real
The state government announced additional funding for flood relief operations. The story is still developing.,Real
Reports say The city council approved funding for three new public schools.,Real
Update: Local authorities confirmed water supply will resume by evening after the pipeline repair. The story is still developing.,Real
Viral post claims wearing foil hats blocks government surveillance completely. Officials have not commented further.,Fake
Update: The court delivered its verdict in the long-pending property dispute case.,Real
Employment data released today shows a modest rise in the unemployment rate.,Real
"In a recent update, A team of doctors successfully completed a complex surgery at the government hospital. More details are awaited.",Real
"New study proves the earth is actually flat, mainstream media refuses to report. Officials have not commented further.",Fake
"Reports say Vaccine contains microchip to track every citizen, whistleblower says. Officials have not commented further.",Fake
"In a recent update, Officials confirmed that the bridge repair project will be completed by next month. Officials have not commented further.",Real
"In a recent update, A new metro line was inaugurated, reducing commute times for thousands of residents.",Real
"In a recent update, Shocking video appears to show government faking natural disaster footage.",Fake
Update: Politician caught on secret tape admitting to faking the entire election. More details are awaited.,Fake
Update: Shocking video appears to show government faking natural disaster footage.,Fake
"According to sources, Man discovers drinking bleach cures cancer instantly, doctors baffled and furious.",Fake
Update: Stock markets closed slightly higher after positive quarterly earnings reports. Readers are advised to verify independently.,Real
"Update: Billionaire secretly funding time travel experiments, leaked email suggests. The story is still developing.",Fake
The environment ministry released its annual air quality report for major cities.,Real
Update: The transport department introduced new safety rules for commercial vehicles. The story is still developing.,Real
"According to sources, The weather department has forecast moderate rainfall in the region this week. More details are awaited.",Real
The airport authority announced new flight routes starting next quarter. The story is still developing.,Real
"BREAKING: Celebrity secretly replaced by clone, insider reveals shocking details. Readers are advised to verify independently.",Fake
Reports say Farmers received updated subsidy information from the agriculture department. Officials have not commented further.,Real
"In a recent update, The Ministry of Health released updated guidelines for seasonal flu vaccination. More details are awaited.",Real
"Reports say Local water supply secretly laced with mind-altering chemicals, claims viral post. Officials have not commented further.",Fake
Scientists confirm moon landing was staged in a hidden studio decades ago. Readers are advised to verify independently.,Fake
"In a recent update, Scientists at ISRO successfully launched a new communication satellite today. Readers are advised to verify independently.",Real
"In a recent update, The government announced a new infrastructure budget for rural roads.",Real
Health officials reported a decline in seasonal flu cases this month. Readers are advised to verify independently.,Real
BREAKING: City officials opened a new public library funded by municipal taxes.,Real
Farmers received updated subsidy information from the agriculture department.,Real
Update: Officials confirmed that the bridge repair project will be completed by next month.,Real
Update: Fake report claims famous scientist admits climate change is a total hoax. More details are awaited.,Fake
"Reports say Hospital secretly performing experiments on patients without consent, rumor claims.",Fake
"BREAKING: Local water supply secretly laced with mind-altering chemicals, claims viral post. Officials have not commented further.",Fake
Update: The environment ministry released its annual air quality report for major cities. The story is still developing.,Real
BREAKING: Farmers received updated subsidy information from the agriculture department. More details are awaited.,Real
BREAKING: The finance ministry released the annual economic survey report today. More details are awaited.,Real
"According to sources, Man discovers drinking bleach cures cancer instantly, doctors baffled and furious.",Fake
Reports say The court delivered its verdict in the long-pending property dispute case. Readers are advised to verify independently.,Real
Reports say Stock markets closed slightly higher after positive quarterly earnings reports. The story is still developing.,Real
Update: The transport department introduced new safety rules for commercial vehicles. Officials have not commented further.,Real
Secret government files reveal weather is being controlled by hidden machines. More details are awaited.,Fake
"According to sources, New pill promises to make you fluent in any language overnight, ad claims. Readers are advised to verify independently.",Fake
"New study proves the earth is actually flat, mainstream media refuses to report. Readers are advised to verify independently.",Fake
Update: Scientists at ISRO successfully launched a new communication satellite today.,Real
"In a recent update, The environment ministry released its annual air quality report for major cities. Readers are advised to verify independently.",Real
The parliament passed a bill on data protection after extensive debate. Officials have not commented further.,Real
BREAKING: The Ministry of Health released updated guidelines for seasonal flu vaccination. Officials have not commented further.,Real
"In a recent update, Hospital secretly performing experiments on patients without consent, rumor claims. The story is still developing.",Fake
"In a recent update, Rumor spreads that all passports will be cancelled overnight without warning. The story is still developing.",Fake
"BREAKING: Secret cure for baldness hidden by pharma companies for decades, claims blog. Officials have not commented further.",Fake
"According to sources, Local police arrested three suspects in connection with a burglary case. More details are awaited.",Real
"In a recent update, Miracle fruit melts fat overnight, doctors hate this one simple trick. Readers are advised to verify independently.",Fake
Reports say Researchers published a peer-reviewed study on renewable energy efficiency. More details are awaited.,Real
Update: Researchers published a peer-reviewed study on renewable energy efficiency. Readers are advised to verify independently.,Real
"Reports say Eating this common vegetable instantly reverses aging, viral post claims. More details are awaited.",Fake
"Man discovers drinking bleach cures cancer instantly, doctors baffled and furious. More details are awaited.",Fake
Reports say The central bank published its monetary policy report for this quarter. Readers are advised to verify independently.,Real
"According to sources, The finance ministry released the annual economic survey report today. Officials have not commented further.",Real
"In a recent update, Scientists at ISRO successfully launched a new communication satellite today. Officials have not commented further.",Real
Update: Employment data released today shows a modest rise in the unemployment rate. The story is still developing.,Real
"Popular soda brand secretly owned by extraterrestrial corporation, rumor says. Officials have not commented further.",Fake
Reports say The environment ministry released its annual air quality report for major cities.,Real
Shocking video appears to show government faking natural disaster footage. The story is still developing.,Fake
"Reports say Ancient prophecy predicts world will end this Friday, panic spreads on social media. Officials have not commented further.",Fake
"In a recent update, Miracle fruit melts fat overnight, doctors hate this one simple trick. Officials have not commented further.",Fake
Reports say Fake report claims famous scientist admits climate change is a total hoax. The story is still developing.,Fake
"In a recent update, Secret government files reveal weather is being controlled by hidden machines. More details are awaited.",Fake
BREAKING: Shocking! Scientists secretly confirm the earth will stop spinning next week. More details are awaited.,Fake
"Reports say Banks to seize all savings accounts overnight, sources claim without evidence.",Fake
Update: Shocking video appears to show government faking natural disaster footage. More details are awaited.,Fake
"Update: Celebrity secretly replaced by clone, insider reveals shocking details. More details are awaited.",Fake
"According to sources, New study proves the earth is actually flat, mainstream media refuses to report. Readers are advised to verify independently.",Fake
"According to sources, Government hiding cure for all diseases, leaked documents claim. The story is still developing.",Fake
"Reports say Banks to seize all savings accounts overnight, sources claim without evidence.",Fake
Reports say Shocking! Scientists secretly confirm the earth will stop spinning next week. Officials have not commented further.,Fake
"In a recent update, Shocking video appears to show government faking natural disaster footage. Readers are advised to verify independently.",Fake
Reports say Shocking! Scientists secretly confirm the earth will stop spinning next week. Officials have not commented further.,Fake
"In a recent update, Miracle fruit melts fat overnight, doctors hate this one simple trick.",Fake
"In a recent update, A team of doctors successfully completed a complex surgery at the government hospital. Readers are advised to verify independently.",Real
"Celebrity secretly replaced by clone, insider reveals shocking details.",Fake
"Reports say Government plans to ban all sunlight to fight climate change, rumor spreads online. Officials have not commented further.",Fake
"According to sources, Celebrity secretly replaced by clone, insider reveals shocking details. The story is still developing.",Fake
"Eating this common vegetable instantly reverses aging, viral post claims.",Fake
"According to sources, The airport authority announced new flight routes starting next quarter. More details are awaited.",Real
"According to sources, Celebrity secretly replaced by clone, insider reveals shocking details. Officials have not commented further.",Fake
The city council approved funding for three new public schools. Readers are advised to verify independently.,Real
Reports say Local police arrested three suspects in connection with a burglary case. Readers are advised to verify independently.,Real
"According to sources, Ancient prophecy predicts world will end this Friday, panic spreads on social media. More details are awaited.",Fake
"BREAKING: Celebrity secretly replaced by clone, insider reveals shocking details. Readers are advised to verify independently.",Fake
"BREAKING: Banks to seize all savings accounts overnight, sources claim without evidence. The story is still developing.",Fake
"In a recent update, Officials confirmed that the bridge repair project will be completed by next month. The story is still developing.",Real
Reports say The government announced a new infrastructure budget for rural roads.,Real
BREAKING: Employment data released today shows a modest rise in the unemployment rate. Officials have not commented further.,Real
Update: Scientists at ISRO successfully launched a new communication satellite today. The story is still developing.,Real
BREAKING: Health officials reported a decline in seasonal flu cases this month. The story is still developing.,Real
"In a recent update, The government announced a new infrastructure budget for rural roads. The story is still developing.",Real
"According to sources, Eating this common vegetable instantly reverses aging, viral post claims. The story is still developing.",Fake
"In a recent update, Officials confirmed that the bridge repair project will be completed by next month. Readers are advised to verify independently.",Real
"According to sources, A new metro line was inaugurated, reducing commute times for thousands of residents. Readers are advised to verify independently.",Real
Shocking video appears to show government faking natural disaster footage. More details are awaited.,Fake
"Vaccine contains microchip to track every citizen, whistleblower says. The story is still developing.",Fake
"Billionaire secretly funding time travel experiments, leaked email suggests. Readers are advised to verify independently.",Fake
BREAKING: The university announced new scholarships for undergraduate students. The story is still developing.,Real
"According to sources, The company reported a 12 percent increase in quarterly revenue.",Real
BREAKING: The Ministry of Health released updated guidelines for seasonal flu vaccination. Officials have not commented further.,Real
"According to sources, The Ministry of Health released updated guidelines for seasonal flu vaccination. Readers are advised to verify independently.",Real
"According to sources, Anonymous tip reveals entire stock market is run by a single hidden algorithm. Readers are advised to verify independently.",Fake
"In a recent update, Government plans to ban all sunlight to fight climate change, rumor spreads online. The story is still developing.",Fake
"In a recent update, The Ministry of Health released updated guidelines for seasonal flu vaccination. Officials have not commented further.",Real
"According to sources, The central bank published its monetary policy report for this quarter. The story is still developing.",Real
Reports say Leaked memo claims all schools will be replaced by robots next year.,Fake
BREAKING: Secret government files reveal weather is being controlled by hidden machines. More details are awaited.,Fake
"Update: Vaccine contains microchip to track every citizen, whistleblower says. More details are awaited.",Fake
"BREAKING: Aliens landed in secret facility, government covers up truth from public. Readers are advised to verify independently.",Fake
"New pill promises to make you fluent in any language overnight, ad claims. Officials have not commented further.",Fake
"In a recent update, Ancient prophecy predicts world will end this Friday, panic spreads on social media. Officials have not commented further.",Fake
Politician caught on secret tape admitting to faking the entire election. Officials have not commented further.,Fake
The Reserve Bank of India kept the repo rate unchanged at its latest policy meeting. More details are awaited.,Real
"In a recent update, Shocking! Scientists secretly confirm the earth will stop spinning next week. Officials have not commented further.",Fake
BREAKING: Researchers published a peer-reviewed study on renewable energy efficiency. The story is still developing.,Real
"Update: Secret society controls all world governments, anonymous source reveals.",Fake
"Reports say Ancient prophecy predicts world will end this Friday, panic spreads on social media.",Fake
"Reports say Eating this common vegetable instantly reverses aging, viral post claims. The story is still developing.",Fake
A team of doctors successfully completed a complex surgery at the government hospital. More details are awaited.,Real
"BREAKING: Secret cure for baldness hidden by pharma companies for decades, claims blog.",Fake
Update: The university announced new scholarships for undergraduate students. The story is still developing.,Real
"Reports say New study proves the earth is actually flat, mainstream media refuses to report. More details are awaited.",Fake
"Hospital secretly performing experiments on patients without consent, rumor claims. More details are awaited.",Fake
"Update: Billionaire secretly funding time travel experiments, leaked email suggests. Readers are advised to verify independently.",Fake
Reports say The state government announced additional funding for flood relief operations. Officials have not commented further.,Real
"According to sources, Local police arrested three suspects in connection with a burglary case. Officials have not commented further.",Real
"BREAKING: Banks to seize all savings accounts overnight, sources claim without evidence. Officials have not commented further.",Fake
"Update: Local water supply secretly laced with mind-altering chemicals, claims viral post. More details are awaited.",Fake
Update: Politician caught on secret tape admitting to faking the entire election. Readers are advised to verify independently.,Fake
"In a recent update, Rumor spreads that all passports will be cancelled overnight without warning. More details are awaited.",Fake
Reports say The state government announced additional funding for flood relief operations. Officials have not commented further.,Real
"In a recent update, The company reported a 12 percent increase in quarterly revenue. More details are awaited.",Real
BREAKING: Viral post claims wearing foil hats blocks government surveillance completely. The story is still developing.,Fake
"In a recent update, The city council approved funding for three new public schools. More details are awaited.",Real
Researchers published a peer-reviewed study on renewable energy efficiency.,Real
"Update: Secret cure for baldness hidden by pharma companies for decades, claims blog. The story is still developing.",Fake
"In a recent update, The government announced a new infrastructure budget for rural roads. Officials have not commented further.",Real
Employment data released today shows a modest rise in the unemployment rate. Officials have not commented further.,Real
The weather department has forecast moderate rainfall in the region this week. The story is still developing.,Real
Update: Fake report claims famous scientist admits climate change is a total hoax. Readers are advised to verify independently.,Fake
The transport department introduced new safety rules for commercial vehicles. Officials have not commented further.,Real
BREAKING: Viral post claims wearing foil hats blocks government surveillance completely. Officials have not commented further.,Fake
BREAKING: Scientists at ISRO successfully launched a new communication satellite today. Readers are advised to verify independently.,Real
Update: Doctors shocked as man grows extra organ after drinking miracle tonic. The story is still developing.,Fake
Update: The central bank published its monetary policy report for this quarter. More details are awaited.,Real
"BREAKING: Popular soda brand secretly owned by extraterrestrial corporation, rumor says. More details are awaited.",Fake
"According to sources, Man discovers drinking bleach cures cancer instantly, doctors baffled and furious. More details are awaited.",Fake
BREAKING: Leaked memo claims all schools will be replaced by robots next year.,Fake
"In a recent update, The parliament passed a bill on data protection after extensive debate. The story is still developing.",Real
"Update: Miracle fruit melts fat overnight, doctors hate this one simple trick. Officials have not commented further.",Fake
Update: Anonymous tip reveals entire stock market is run by a single hidden algorithm.,Fake
BREAKING: Officials confirmed that the new water treatment plant is now operational. Officials have not commented further.,Real
Reports say Doctors shocked as man grows extra organ after drinking miracle tonic.,Fake
"Update: New study proves the earth is actually flat, mainstream media refuses to report. More details are awaited.",Fake
"According to sources, The Election Commission announced the schedule for the upcoming state elections. More details are awaited.",Real
Reports say The Ministry of Health released updated guidelines for seasonal flu vaccination. Officials have not commented further.,Real
Reports say The state government announced additional funding for flood relief operations. Officials have not commented further.,Real
"Update: Local water supply secretly laced with mind-altering chemicals, claims viral post.",Fake
"According to sources, The central bank published its monetary policy report for this quarter. Officials have not commented further.",Real
BREAKING: Anonymous tip reveals entire stock market is run by a single hidden algorithm.,Fake
Reports say Politician caught on secret tape admitting to faking the entire election.,Fake
"Reports say Man discovers drinking bleach cures cancer instantly, doctors baffled and furious. More details are awaited.",Fake
Update: Employment data released today shows a modest rise in the unemployment rate.,Real
"Update: Banks to seize all savings accounts overnight, sources claim without evidence.",Fake
"In a recent update, Celebrity secretly replaced by clone, insider reveals shocking details. The story is still developing.",Fake
"Update: Eating this common vegetable instantly reverses aging, viral post claims. Officials have not commented further.",Fake
Politician caught on secret tape admitting to faking the entire election. Officials have not commented further.,Fake
"In a recent update, The university announced new scholarships for undergraduate students. The story is still developing.",Real
"Reports say Hospital secretly performing experiments on patients without consent, rumor claims. Officials have not commented further.",Fake
Reports say The airport authority announced new flight routes starting next quarter. Readers are advised to verify independently.,Real
"Reports say Government plans to ban all sunlight to fight climate change, rumor spreads online. More details are awaited.",Fake
"According to sources, 5G towers are secretly causing mass mind control, experts allegedly warn. Readers are advised to verify independently.",Fake
BREAKING: Shocking video appears to show government faking natural disaster footage. Readers are advised to verify independently.,Fake
"According to sources, The university announced new scholarships for undergraduate students. The story is still developing.",Real
Politician caught on secret tape admitting to faking the entire election. The story is still developing.,Fake
Reports say The transport department introduced new safety rules for commercial vehicles. More details are awaited.,Real
"According to sources, Government plans to ban all sunlight to fight climate change, rumor spreads online.",Fake
BREAKING: Local police arrested three suspects in connection with a burglary case. Readers are advised to verify independently.,Real
"In a recent update, The city council approved funding for three new public schools. The story is still developing.",Real
"According to sources, Leaked memo claims all schools will be replaced by robots next year. Officials have not commented further.",Fake
"Update: Miracle fruit melts fat overnight, doctors hate this one simple trick.",Fake
"According to sources, 5G towers are secretly causing mass mind control, experts allegedly warn. Readers are advised to verify independently.",Fake
Reports say City officials opened a new public library funded by municipal taxes. The story is still developing.,Real
"According to sources, Politician caught on secret tape admitting to faking the entire election.",Fake
"Reports say New pill promises to make you fluent in any language overnight, ad claims.",Fake
"In a recent update, The court delivered its verdict in the long-pending property dispute case. More details are awaited.",Real
BREAKING: The university announced new scholarships for undergraduate students. Readers are advised to verify independently.,Real
"In a recent update, Viral post claims wearing foil hats blocks government surveillance completely. Officials have not commented further.",Fake
"In a recent update, Shocking video appears to show government faking natural disaster footage.",Fake
"In a recent update, Fake report claims famous scientist admits climate change is a total hoax. More details are awaited.",Fake
A team of doctors successfully completed a complex surgery at the government hospital. Readers are advised to verify independently.,Real
"In a recent update, Anonymous tip reveals entire stock market is run by a single hidden algorithm. The story is still developing.",Fake
The airport authority announced new flight routes starting next quarter. More details are awaited.,Real
"Reports say Government plans to ban all sunlight to fight climate change, rumor spreads online. Officials have not commented further.",Fake
"Update: Aliens landed in secret facility, government covers up truth from public. The story is still developing.",Fake
"According to sources, Politician caught on secret tape admitting to faking the entire election.",Fake
"In a recent update, Aliens landed in secret facility, government covers up truth from public. Officials have not commented further.",Fake
BREAKING: Viral post claims wearing foil hats blocks government surveillance completely. Readers are advised to verify independently.,Fake
"According to sources, Local authorities confirmed water supply will resume by evening after the pipeline repair. Readers are advised to verify independently.",Real
Update: Health officials reported a decline in seasonal flu cases this month. The story is still developing.,Real
BREAKING: The university announced new scholarships for undergraduate students.,Real
Reports say A new vaccination drive was launched in rural districts by the health department.,Real
"In a recent update, Local police arrested three suspects in connection with a burglary case. Readers are advised to verify independently.",Real
BREAKING: A new vaccination drive was launched in rural districts by the health department. The story is still developing.,Real
BREAKING: Employment data released today shows a modest rise in the unemployment rate. More details are awaited.,Real
"According to sources, The university announced new scholarships for undergraduate students. The story is still developing.",Real
BREAKING: The finance ministry released the annual economic survey report today. More details are awaited.,Real
"In a recent update, The airport authority announced new flight routes starting next quarter. The story is still developing.",Real
"According to sources, Government hiding cure for all diseases, leaked documents claim. More details are awaited.",Fake
"Update: Local water supply secretly laced with mind-altering chemicals, claims viral post. The story is still developing.",Fake
Reports say Farmers received updated subsidy information from the agriculture department. The story is still developing.,Real
"In a recent update, Secret society controls all world governments, anonymous source reveals. The story is still developing.",Fake
"Update: Government hiding cure for all diseases, leaked documents claim. Readers are advised to verify independently.",Fake
Update: Local police arrested three suspects in connection with a burglary case. Officials have not commented further.,Real
"In a recent update, Billionaire secretly funding time travel experiments, leaked email suggests. The story is still developing.",Fake
BREAKING: Local authorities confirmed water supply will resume by evening after the pipeline repair. Officials have not commented further.,Real
The environment ministry released its annual air quality report for major cities. More details are awaited.,Real
"According to sources, Shocking! Scientists secretly confirm the earth will stop spinning next week. The story is still developing.",Fake
Health officials reported a decline in seasonal flu cases this month. More details are awaited.,Real
"In a recent update, Secret cure for baldness hidden by pharma companies for decades, claims blog. Readers are advised to verify independently.",Fake
Update: Doctors shocked as man grows extra organ after drinking miracle tonic. Officials have not commented further.,Fake
"According to sources, Secret society controls all world governments, anonymous source reveals. More details are awaited.",Fake
